Wvlgth Extraterrestrial_spectrm Direct_normal_irradiance Difuse_horizn_irradiance Global_horizn_irradiance Direct_horizn_irradiance Direct_tilted_irradiance Difuse_tilted_irradiance Global_tilted_irradiance Difuse_horiz-circumsolar Global_tilt_reflectd_rad Upward_reflctd_radiation
.8660E+03 .8506E+00 .7934E+00 .3374E-01 .6692E+00 .6354E+00 .2487E+00 .1523E+00 .4010E+00 .3374E-01 .1317E+00 .2605E+00
.8670E+03 .8876E+00 .8280E+00 .3512E-01 .6983E+00 .6632E+00 .2595E+00 .1588E+00 .4184E+00 .3512E-01 .1374E+00 .2717E+00
.8680E+03 .9657E+00 .9011E+00 .3812E-01 .7599E+00 .7217E+00 .2825E+00 .1727E+00 .4552E+00 .3812E-01 .1494E+00 .2956E+00
.8690E+03 .9454E+00 .8825E+00 .3723E-01 .7441E+00 .7068E+00 .2766E+00 .1690E+00 .4456E+00 .3723E-01 .1462E+00 .2893E+00
.8700E+03 .9723E+00 .9077E+00 .3820E-01 .7652E+00 .7270E+00 .2845E+00 .1736E+00 .4582E+00 .3820E-01 .1503E+00 .2974E+00
.8710E+03 .9591E+00 .8954E+00 .3757E-01 .7547E+00 .7172E+00 .2807E+00 .1711E+00 .4518E+00 .3757E-01 .1482E+00 .2931E+00
.8720E+03 .9555E+00 .8924E+00 .3735E-01 .7521E+00 .7148E+00 .2797E+00 .1704E+00 .4501E+00 .3735E-01 .1476E+00 .2920E+00
.8730E+03 .9535E+00 .8907E+00 .3718E-01 .7506E+00 .7134E+00 .2792E+00 .1699E+00 .4491E+00 .3718E-01 .1472E+00 .2912E+00
.8740E+03 .9421E+00 .8802E+00 .3664E-01 .7417E+00 .7050E+00 .2759E+00 .1677E+00 .4437E+00 .3664E-01 .1454E+00 .2876E+00
.8750E+03 .9232E+00 .8623E+00 .3579E-01 .7265E+00 .6907E+00 .2703E+00 .1642E+00 .4345E+00 .3579E-01 .1423E+00 .2816E+00
.8760E+03 .9332E+00 .8712E+00 .3605E-01 .7339E+00 .6978E+00 .2731E+00 .1657E+00 .4388E+00 .3605E-01 .1437E+00 .2843E+00
.8770E+03 .9422E+00 .8804E+00 .3635E-01 .7415E+00 .7052E+00 .2760E+00 .1673E+00 .4433E+00 .3635E-01 .1451E+00 .2871E+00
.8780E+03 .9534E+00 .8895E+00 .3660E-01 .7491E+00 .7125E+00 .2788E+00 .1689E+00 .4477E+00 .3660E-01 .1465E+00 .2899E+00
.8790E+03 .9385E+00 .8761E+00 .3595E-01 .7376E+00 .7017E+00 .2746E+00 .1661E+00 .4408E+00 .3595E-01 .1442E+00 .2853E+00
.8800E+03 .9182E+00 .8576E+00 .3510E-01 .7220E+00 .6869E+00 .2688E+00 .1625E+00 .4313E+00 .3510E-01 .1410E+00 .2792E+00
.8810E+03 .9071E+00 .8436E+00 .3437E-01 .7100E+00 .6757E+00 .2644E+00 .1597E+00 .4241E+00 .3437E-01 .1387E+00 .2746E+00
.8820E+03 .9273E+00 .8620E+00 .3502E-01 .7254E+00 .6904E+00 .2702E+00 .1631E+00 .4333E+00 .3502E-01 .1417E+00 .2806E+00
.8830E+03 .9284E+00 .8649E+00 .3509E-01 .7278E+00 .6928E+00 .2711E+00 .1637E+00 .4348E+00 .3509E-01 .1422E+00 .2815E+00
.8840E+03 .9247E+00 .8614E+00 .3485E-01 .7248E+00 .6899E+00 .2700E+00 .1629E+00 .4329E+00 .3485E-01 .1416E+00 .2804E+00
.8850E+03 .9316E+00 .8681E+00 .3503E-01 .7303E+00 .6953E+00 .2721E+00 .1642E+00 .4363E+00 .3503E-01 .1427E+00 .2826E+00
.8860E+03 .8968E+00 .8243E+00 .3298E-01 .6932E+00 .6602E+00 .2584E+00 .1557E+00 .4140E+00 .3298E-01 .1355E+00 .2683E+00
.8870E+03 .8999E+00 .8353E+00 .3348E-01 .7025E+00 .6691E+00 .2618E+00 .1578E+00 .4197E+00 .3348E-01 .1373E+00 .2719E+00
.8880E+03 .9195E+00 .8452E+00 .3368E-01 .7106E+00 .6770E+00 .2649E+00 .1595E+00 .4245E+00 .3368E-01 .1389E+00 .2751E+00
.8890E+03 .9198E+00 .8589E+00 .3434E-01 .7223E+00 .6880E+00 .2692E+00 .1622E+00 .4315E+00 .3434E-01 .1412E+00 .2796E+00
.8900E+03 .9225E+00 .8478E+00 .3358E-01 .7127E+00 .6791E+00 .2658E+00 .1599E+00 .4256E+00 .3358E-01 .1394E+00 .2760E+00
.8910E+03 .9155E+00 .8473E+00 .3357E-01 .7122E+00 .6786E+00 .2656E+00 .1598E+00 .4254E+00 .3357E-01 .1393E+00 .2758E+00
.8920E+03 .9008E+00 .8201E+00 .3218E-01 .6890E+00 .6568E+00 .2571E+00 .1544E+00 .4115E+00 .3218E-01 .1348E+00 .2669E+00
.8930E+03 .8954E+00 .7901E+00 .3066E-01 .6635E+00 .6328E+00 .2477E+00 .1485E+00 .3962E+00 .3066E-01 .1298E+00 .2571E+00
.8940E+03 .8976E+00 .7528E+00 .2858E-01 .6315E+00 .6029E+00 .2360E+00 .1410E+00 .3770E+00 .2858E-01 .1235E+00 .2448E+00
.8950E+03 .8941E+00 .6998E+00 .2584E-01 .5863E+00 .5605E+00 .2193E+00 .1305E+00 .3498E+00 .2584E-01 .1147E+00 .2274E+00
.8960E+03 .9072E+00 .6478E+00 .2340E-01 .5423E+00 .5189E+00 .2031E+00 .1204E+00 .3234E+00 .2340E-01 .1061E+00 .2104E+00
.8970E+03 .8936E+00 .5415E+00 .1867E-01 .4524E+00 .4337E+00 .1697E+00 .9987E-01 .2696E+00 .1867E-01 .8846E-01 .1756E+00
.8980E+03 .8973E+00 .6039E+00 .2131E-01 .5050E+00 .4837E+00 .1893E+00 .1118E+00 .3011E+00 .2131E-01 .9878E-01 .1960E+00
.8990E+03 .8946E+00 .4466E+00 .1484E-01 .3726E+00 .3577E+00 .1400E+00 .8193E-01 .2219E+00 .1484E-01 .7286E-01 .1448E+00
.9000E+03 .8742E+00 .6311E+00 .2274E-01 .5282E+00 .5055E+00 .1978E+00 .1173E+00 .3151E+00 .2274E-01 .1034E+00 .2050E+00
.9010E+03 .8441E+00 .4636E+00 .1526E-01 .3866E+00 .3713E+00 .1453E+00 .8495E-01 .2303E+00 .1526E-01 .7563E-01 .1503E+00
.9020E+03 .8528E+00 .5710E+00 .2005E-01 .4774E+00 .4573E+00 .1790E+00 .1057E+00 .2847E+00 .2005E-01 .9344E-01 .1855E+00
.9030E+03 .8852E+00 .5746E+00 .1984E-01 .4801E+00 .4602E+00 .1801E+00 .1061E+00 .2862E+00 .1984E-01 .9398E-01 .1866E+00
.9040E+03 .8941E+00 .7460E+00 .2753E-01 .6251E+00 .5975E+00 .2339E+00 .1393E+00 .3731E+00 .2753E-01 .1225E+00 .2428E+00
.9050E+03 .8915E+00 .7170E+00 .2612E-01 .6004E+00 .5743E+00 .2248E+00 .1336E+00 .3584E+00 .2612E-01 .1176E+00 .2333E+00
.9060E+03 .8709E+00 .6676E+00 .2403E-01 .5587E+00 .5347E+00 .2093E+00 .1242E+00 .3334E+00 .2403E-01 .1095E+00 .2172E+00
.9070E+03 .8779E+00 .5241E+00 .1761E-01 .4374E+00 .4198E+00 .1643E+00 .9646E-01 .2607E+00 .1761E-01 .8570E-01 .1702E+00
.9080E+03 .8625E+00 .5355E+00 .1809E-01 .4470E+00 .4289E+00 .1678E+00 .9866E-01 .2665E+00 .1809E-01 .8760E-01 .1740E+00
.9090E+03 .8449E+00 .5870E+00 .2035E-01 .4905E+00 .4702E+00 .1840E+00 .1086E+00 .2926E+00 .2035E-01 .9618E-01 .1909E+00
.9100E+03 .8616E+00 .5034E+00 .1660E-01 .4198E+00 .4032E+00 .1578E+00 .9245E-01 .2502E+00 .1660E-01 .8230E-01 .1635E+00
.9110E+03 .8571E+00 .5487E+00 .1871E-01 .4582E+00 .4395E+00 .1720E+00 .1013E+00 .2733E+00 .1871E-01 .8988E-01 .1785E+00
.9120E+03 .8583E+00 .5753E+00 .1955E-01 .4803E+00 .4608E+00 .1803E+00 .1062E+00 .2865E+00 .1955E-01 .9424E-01 .1871E+00
.9130E+03 .8771E+00 .5099E+00 .1666E-01 .4251E+00 .4084E+00 .1598E+00 .9358E-01 .2534E+00 .1666E-01 .8340E-01 .1657E+00
.9140E+03 .8667E+00 .5054E+00 .1642E-01 .4212E+00 .4048E+00 .1584E+00 .9269E-01 .2511E+00 .1642E-01 .8266E-01 .1642E+00
.9150E+03 .8596E+00 .5505E+00 .1810E-01 .4591E+00 .4410E+00 .1726E+00 .1012E+00 .2737E+00 .1810E-01 .9012E-01 .1790E+00
.9160E+03 .8633E+00 .4597E+00 .1465E-01 .3829E+00 .3682E+00 .1441E+00 .8412E-01 .2282E+00 .1465E-01 .7517E-01 .1494E+00
.9170E+03 .8511E+00 .6057E+00 .2051E-01 .5057E+00 .4852E+00 .1899E+00 .1119E+00 .3017E+00 .2051E-01 .9934E-01 .1972E+00
.9180E+03 .8552E+00 .4683E+00 .1480E-01 .3899E+00 .3751E+00 .1468E+00 .8562E-01 .2324E+00 .1480E-01 .7658E-01 .1522E+00
.9190E+03 .8582E+00 .6229E+00 .2126E-01 .5202E+00 .4989E+00 .1952E+00 .1152E+00 .3105E+00 .2126E-01 .1022E+00 .2029E+00
.9200E+03 .8477E+00 .6314E+00 .2188E-01 .5276E+00 .5057E+00 .1979E+00 .1171E+00 .3150E+00 .2188E-01 .1037E+00 .2059E+00
.9210E+03 .8264E+00 .6668E+00 .2333E-01 .5574E+00 .5341E+00 .2090E+00 .1239E+00 .3329E+00 .2333E-01 .1096E+00 .2175E+00
.9220E+03 .8233E+00 .5830E+00 .1969E-01 .4866E+00 .4669E+00 .1827E+00 .1078E+00 .2905E+00 .1969E-01 .9572E-01 .1900E+00
.9230E+03 .8007E+00 .6456E+00 .2254E-01 .5396E+00 .5171E+00 .2024E+00 .1200E+00 .3223E+00 .2254E-01 .1062E+00 .2107E+00
.9240E+03 .8260E+00 .5950E+00 .1987E-01 .4965E+00 .4766E+00 .1865E+00 .1098E+00 .2964E+00 .1987E-01 .9770E-01 .1939E+00
.9250E+03 .8259E+00 .5830E+00 .1943E-01 .4864E+00 .4669E+00 .1827E+00 .1076E+00 .2904E+00 .1943E-01 .9574E-01 .1901E+00
.9260E+03 .8153E+00 .5876E+00 .1947E-01 .4901E+00 .4706E+00 .1842E+00 .1084E+00 .2926E+00 .1947E-01 .9649E-01 .1915E+00
.9270E+03 .8413E+00 .6707E+00 .2280E-01 .5600E+00 .5372E+00 .2102E+00 .1242E+00 .3345E+00 .2280E-01 .1103E+00 .2188E+00
.9280E+03 .8427E+00 .4552E+00 .1377E-01 .3783E+00 .3646E+00 .1427E+00 .8290E-01 .2256E+00 .1377E-01 .7448E-01 .1481E+00
.9290E+03 .8315E+00 .4054E+00 .1182E-01 .3366E+00 .3247E+00 .1271E+00 .7349E-01 .2006E+00 .1182E-01 .6626E-01 .1318E+00
.9300E+03 .8358E+00 .3037E+00 .8159E-02 .2514E+00 .2433E+00 .9521E-01 .5448E-01 .1497E+00 .8159E-02 .4950E-01 .9856E-01
.9310E+03 .8358E+00 .2895E+00 .7701E-02 .2396E+00 .2319E+00 .9074E-01 .5187E-01 .1426E+00 .7701E-02 .4716E-01 .9393E-01
.9320E+03 .8314E+00 .1932E+00 .4553E-02 .1593E+00 .1548E+00 .6057E-01 .3414E-01 .9471E-01 .4553E-02 .3136E-01 .6253E-01
.9330E+03 .8345E+00 .1503E+00 .3310E-02 .1237E+00 .1204E+00 .4710E-01 .2636E-01 .7347E-01 .3310E-02 .2434E-01 .4857E-01
.9340E+03 .8324E+00 .6844E-01 .1142E-02 .5596E-01 .5482E-01 .2145E-01 .1170E-01 .3316E-01 .1142E-02 .1100E-01 .2199E-01
.9350E+03 .8226E+00 .1607E+00 .3676E-02 .1324E+00 .1287E+00 .5036E-01 .2831E-01 .7868E-01 .3676E-02 .2607E-01 .5200E-01
.9360E+03 .8186E+00 .9070E-01 .1791E-02 .7444E-01 .7265E-01 .2843E-01 .1575E-01 .4418E-01 .1791E-02 .1466E-01 .2927E-01
.9370E+03 .8244E+00 .9181E-01 .1812E-02 .7535E-01 .7354E-01 .2878E-01 .1595E-01 .4473E-01 .1812E-02 .1484E-01 .2964E-01
.9380E+03 .8237E+00 .1163E+00 .2395E-02 .9556E-01 .9317E-01 .3646E-01 .2029E-01 .5675E-01 .2395E-02 .1883E-01 .3759E-01
.9390E+03 .8178E+00 .2818E+00 .7351E-02 .2330E+00 .2257E+00 .8833E-01 .5047E-01 .1388E+00 .7351E-02 .4597E-01 .9157E-01
.9400E+03 .8082E+00 .3496E+00 .9622E-02 .2896E+00 .2800E+00 .1096E+00 .6305E-01 .1726E+00 .9622E-02 .5717E-01 .1138E+00
.9410E+03 .7788E+00 .2494E+00 .6285E-02 .2061E+00 .1998E+00 .7818E-01 .4452E-01 .1227E+00 .6285E-02 .4068E-01 .8105E-01
.9420E+03 .7950E+00 .2970E+00 .7750E-02 .2457E+00 .2379E+00 .9311E-01 .5327E-01 .1464E+00 .7750E-02 .4854E-01 .9666E-01
.9430E+03 .8047E+00 .1857E+00 .4381E-02 .1531E+00 .1487E+00 .5821E-01 .3294E-01 .9115E-01 .4381E-02 .3026E-01 .6034E-01
.9440E+03 .7939E+00 .2066E+00 .5240E-02 .1708E+00 .1655E+00 .6477E-01 .3698E-01 .1018E+00 .5240E-02 .3377E-01 .6732E-01
.9450E+03 .8019E+00 .2602E+00 .6605E-02 .2150E+00 .2084E+00 .8157E-01 .4660E-01 .1282E+00 .6605E-02 .4256E-01 .8479E-01
.9460E+03 .8047E+00 .1181E+00 .2475E-02 .9706E-01 .9458E-01 .3701E-01 .2072E-01 .5773E-01 .2475E-02 .1921E-01 .3834E-01
.9470E+03 .8065E+00 .2569E+00 .6370E-02 .2121E+00 .2057E+00 .8051E-01 .4592E-01 .1264E+00 .6370E-02 .4203E-01 .8375E-01
.9480E+03 .8072E+00 .1883E+00 .4539E-02 .1554E+00 .1508E+00 .5903E-01 .3358E-01 .9260E-01 .4539E-02 .3080E-01 .6142E-01
.9490E+03 .8065E+00 .3586E+00 .9517E-02 .2967E+00 .2872E+00 .1124E+00 .6470E-01 .1771E+00 .9517E-02 .5889E-01 .1172E+00
.9500E+03 .8008E+00 .7588E-01 .1408E-02 .6219E-01 .6078E-01 .2379E-01 .1319E-01 .3698E-01 .1408E-02 .1233E-01 .2463E-01
.9510E+03 .7965E+00 .3555E+00 .9422E-02 .2942E+00 .2848E+00 .1114E+00 .6422E-01 .1757E+00 .9422E-02 .5846E-01 .1164E+00
.9520E+03 .7972E+00 .1662E+00 .3724E-02 .1368E+00 .1331E+00 .5209E-01 .2946E-01 .8155E-01 .3724E-02 .2719E-01 .5423E-01
.9530E+03 .7899E+00 .2350E+00 .5736E-02 .1940E+00 .1882E+00 .7367E-01 .4208E-01 .1158E+00 .5736E-02 .3858E-01 .7689E-01
.9540E+03 .7657E+00 .3018E+00 .7868E-02 .2496E+00 .2417E+00 .9460E-01 .5450E-01 .1491E+00 .7868E-02 .4969E-01 .9895E-01
.9550E+03 .7527E+00 .2302E+00 .5594E-02 .1900E+00 .1844E+00 .7217E-01 .4126E-01 .1134E+00 .5594E-02 .3784E-01 .7541E-01
.9560E+03 .7846E+00 .2435E+00 .6435E-02 .2014E+00 .1950E+00 .7632E-01 .4409E-01 .1204E+00 .6435E-02 .4016E-01 .8001E-01
.9570E+03 .7785E+00 .1682E+00 .3679E-02 .1384E+00 .1347E+00 .5273E-01 .2983E-01 .8256E-01 .3679E-02 .2758E-01 .5503E-01
.9580E+03 .7869E+00 .3631E+00 .1015E-01 .3010E+00 .2908E+00 .1138E+00 .6630E-01 .1801E+00 .1015E-01 .6010E-01 .1196E+00
.9590E+03 .7877E+00 .2712E+00 .6949E-02 .2242E+00 .2172E+00 .8502E-01 .4902E-01 .1340E+00 .6949E-02 .4477E-01 .8919E-01
.9600E+03 .7766E+00 .3033E+00 .7828E-02 .2507E+00 .2429E+00 .9507E-01 .5489E-01 .1500E+00 .7828E-02 .5011E-01 .9979E-01
.9610E+03 .7804E+00 .3549E+00 .9647E-02 .2939E+00 .2842E+00 .1112E+00 .6471E-01 .1759E+00 .9647E-02 .5881E-01 .1171E+00
.9620E+03 .7737E+00 .3348E+00 .9047E-02 .2772E+00 .2682E+00 .1050E+00 .6108E-01 .1660E+00 .9047E-02 .5555E-01 .1106E+00
.9630E+03 .7698E+00 .3977E+00 .1122E-01 .3298E+00 .3186E+00 .1247E+00 .7304E-01 .1977E+00 .1122E-01 .6618E-01 .1317E+00
.9640E+03 .7695E+00 .3607E+00 .9990E-02 .2989E+00 .2889E+00 .1131E+00 .6616E-01 .1792E+00 .9990E-02 .6006E-01 .1195E+00
.9650E+03 .7665E+00 .3965E+00 .1110E-01 .3287E+00 .3176E+00 .1243E+00 .7291E-01 .1972E+00 .1110E-01 .6613E-01 .1316E+00
.9660E+03 .7603E+00 .3885E+00 .1069E-01 .3219E+00 .3112E+00 .1218E+00 .7137E-01 .1932E+00 .1069E-01 .6483E-01 .1290E+00
.9670E+03 .7669E+00 .3830E+00 .1046E-01 .3172E+00 .3067E+00 .1200E+00 .7035E-01 .1904E+00 .1046E-01 .6396E-01 .1273E+00
.9680E+03 .7658E+00 .5683E+00 .1766E-01 .4728E+00 .4552E+00 .1781E+00 .1063E+00 .2845E+00 .1766E-01 .9554E-01 .1897E+00
.9690E+03 .7653E+00 .5895E+00 .1814E-01 .4903E+00 .4722E+00 .1848E+00 .1103E+00 .2951E+00 .1814E-01 .9918E-01 .1970E+00
.9700E+03 .7645E+00 .5295E+00 .1588E-01 .4400E+00 .4241E+00 .1660E+00 .9880E-01 .2648E+00 .1588E-01 .8909E-01 .1770E+00
.9710E+03 .7622E+00 .6317E+00 .1994E-01 .5259E+00 .5059E+00 .1980E+00 .1188E+00 .3168E+00 .1994E-01 .1067E+00 .2117E+00
.9720E+03 .7639E+00 .6025E+00 .1884E-01 .5014E+00 .4826E+00 .1889E+00 .1133E+00 .3022E+00 .1884E-01 .1018E+00 .2022E+00
.9730E+03 .7559E+00 .4980E+00 .1453E-01 .4134E+00 .3989E+00 .1561E+00 .9289E-01 .2490E+00 .1453E-01 .8401E-01 .1670E+00
.9740E+03 .7466E+00 .4771E+00 .1397E-01 .3961E+00 .3821E+00 .1495E+00 .8913E-01 .2387E+00 .1397E-01 .8059E-01 .1602E+00
.9750E+03 .7557E+00 .5027E+00 .1492E-01 .4176E+00 .4026E+00 .1576E+00 .9420E-01 .2518E+00 .1492E-01 .8508E-01 .1691E+00
.9760E+03 .7515E+00 .4616E+00 .1316E-01 .3829E+00 .3697E+00 .1447E+00 .8613E-01 .2308E+00 .1316E-01 .7809E-01 .1553E+00
.9770E+03 .7498E+00 .5472E+00 .1653E-01 .4548E+00 .4383E+00 .1715E+00 .1030E+00 .2745E+00 .1653E-01 .9290E-01 .1846E+00
.9780E+03 .7487E+00 .5118E+00 .1503E-01 .4250E+00 .4099E+00 .1604E+00 .9609E-01 .2565E+00 .1503E-01 .8690E-01 .1727E+00
.9790E+03 .7424E+00 .5404E+00 .1612E-01 .4489E+00 .4328E+00 .1694E+00 .1018E+00 .2712E+00 .1612E-01 .9192E-01 .1826E+00
.9800E+03 .7463E+00 .5037E+00 .1481E-01 .4182E+00 .4034E+00 .1579E+00 .9479E-01 .2527E+00 .1481E-01 .8574E-01 .1704E+00
.9810E+03 .7503E+00 .6320E+00 .1968E-01 .5259E+00 .5062E+00 .1981E+00 .1201E+00 .3182E+00 .1968E-01 .1081E+00 .2146E+00
.9820E+03 .7477E+00 .5967E+00 .1822E-01 .4961E+00 .4779E+00 .1870E+00 .1133E+00 .3003E+00 .1822E-01 .1022E+00 .2029E+00
.9830E+03 .7423E+00 .5685E+00 .1715E-01 .4725E+00 .4554E+00 .1782E+00 .1080E+00 .2862E+00 .1715E-01 .9753E-01 .1937E+00
.9840E+03 .7413E+00 .6603E+00 .2086E-01 .5498E+00 .5289E+00 .2070E+00 .1265E+00 .3335E+00 .2086E-01 .1137E+00 .2257E+00
.9850E+03 .7419E+00 .5942E+00 .1803E-01 .4939E+00 .4759E+00 .1862E+00 .1134E+00 .2997E+00 .1803E-01 .1024E+00 .2033E+00
.9860E+03 .7364E+00 .6752E+00 .2147E-01 .5622E+00 .5408E+00 .2116E+00 .1300E+00 .3416E+00 .2147E-01 .1168E+00 .2319E+00
.9870E+03 .7350E+00 .6577E+00 .2067E-01 .5475E+00 .5268E+00 .2062E+00 .1267E+00 .3328E+00 .2067E-01 .1140E+00 .2263E+00
.9880E+03 .7359E+00 .6571E+00 .2063E-01 .5470E+00 .5263E+00 .2060E+00 .1268E+00 .3327E+00 .2063E-01 .1142E+00 .2265E+00
.9890E+03 .7243E+00 .6779E+00 .2163E-01 .5646E+00 .5429E+00 .2125E+00 .1313E+00 .3438E+00 .2163E-01 .1181E+00 .2343E+00
.9900E+03 .7274E+00 .6530E+00 .2043E-01 .5435E+00 .5230E+00 .2047E+00 .1264E+00 .3311E+00 .2043E-01 .1139E+00 .2261E+00
.9910E+03 .7287E+00 .6802E+00 .2160E-01 .5664E+00 .5448E+00 .2132E+00 .1322E+00 .3454E+00 .2160E-01 .1190E+00 .2361E+00
.9920E+03 .7309E+00 .6850E+00 .2175E-01 .5704E+00 .5486E+00 .2147E+00 .1334E+00 .3481E+00 .2175E-01 .1201E+00 .2383E+00
.9930E+03 .7290E+00 .6639E+00 .2080E-01 .5526E+00 .5318E+00 .2081E+00 .1293E+00 .3374E+00 .2080E-01 .1166E+00 .2313E+00
.9940E+03 .7290E+00 .6858E+00 .2174E-01 .5710E+00 .5493E+00 .2150E+00 .1340E+00 .3490E+00 .2174E-01 .1207E+00 .2396E+00
.9950E+03 .7257E+00 .6860E+00 .2175E-01 .5712E+00 .5494E+00 .2150E+00 .1343E+00 .3493E+00 .2175E-01 .1210E+00 .2401E+00
.9960E+03 .7251E+00 .6815E+00 .2152E-01 .5674E+00 .5458E+00 .2136E+00 .1336E+00 .3472E+00 .2152E-01 .1205E+00 .2390E+00
.9970E+03 .7248E+00 .6833E+00 .2156E-01 .5688E+00 .5473E+00 .2142E+00 .1342E+00 .3484E+00 .2156E-01 .1210E+00 .2401E+00
.9980E+03 .7224E+00 .6802E+00 .2142E-01 .5662E+00 .5448E+00 .2132E+00 .1338E+00 .3471E+00 .2142E-01 .1207E+00 .2396E+00
.9990E+03 .7190E+00 .6777E+00 .2131E-01 .5641E+00 .5428E+00 .2124E+00 .1336E+00 .3460E+00 .2131E-01 .1205E+00 .2392E+00
.1000E+04 .7181E+00 .6713E+00 .2100E-01 .5587E+00 .5377E+00 .2104E+00 .1325E+00 .3429E+00 .2100E-01 .1196E+00 .2374E+00
.1001E+04 .7225E+00 .6817E+00 .2138E-01 .5674E+00 .5460E+00 .2137E+00 .1350E+00 .3486E+00 .2138E-01 .1219E+00 .2419E+00
.1002E+04 .7193E+00 .6569E+00 .2029E-01 .5465E+00 .5262E+00 .2059E+00 .1302E+00 .3361E+00 .2029E-01 .1178E+00 .2337E+00
.1003E+04 .7108E+00 .6692E+00 .2091E-01 .5569E+00 .5360E+00 .2098E+00 .1332E+00 .3430E+00 .2091E-01 .1204E+00 .2390E+00
.1004E+04 .6977E+00 .6516E+00 .2026E-01 .5422E+00 .5219E+00 .2042E+00 .1300E+00 .3343E+00 .2026E-01 .1176E+00 .2334E+00
.1005E+04 .6662E+00 .6299E+00 .1966E-01 .5241E+00 .5045E+00 .1974E+00 .1261E+00 .3235E+00 .1966E-01 .1141E+00 .2263E+00
.1006E+04 .6955E+00 .6533E+00 .2031E-01 .5436E+00 .5233E+00 .2048E+00 .1311E+00 .3359E+00 .2031E-01 .1187E+00 .2355E+00
.1007E+04 .7083E+00 .6681E+00 .2076E-01 .5559E+00 .5351E+00 .2094E+00 .1345E+00 .3439E+00 .2076E-01 .1218E+00 .2416E+00
.1008E+04 .7078E+00 .6630E+00 .2052E-01 .5516E+00 .5311E+00 .2078E+00 .1338E+00 .3416E+00 .2052E-01 .1212E+00 .2405E+00
.1009E+04 .7074E+00 .6586E+00 .2030E-01 .5478E+00 .5275E+00 .2064E+00 .1332E+00 .3396E+00 .2030E-01 .1208E+00 .2396E+00
.1010E+04 .7064E+00 .6551E+00 .2013E-01 .5448E+00 .5247E+00 .2053E+00 .1328E+00 .3381E+00 .2013E-01 .1205E+00 .2391E+00
.1011E+04 .7043E+00 .6651E+00 .2056E-01 .5532E+00 .5327E+00 .2085E+00 .1353E+00 .3438E+00 .2056E-01 .1228E+00 .2435E+00
.1012E+04 .7017E+00 .6582E+00 .2026E-01 .5474E+00 .5272E+00 .2063E+00 .1342E+00 .3405E+00 .2026E-01 .1218E+00 .2417E+00
.1013E+04 .7017E+00 .6641E+00 .2049E-01 .5524E+00 .5319E+00 .2082E+00 .1359E+00 .3440E+00 .2049E-01 .1233E+00 .2447E+00
.1014E+04 .6968E+00 .6595E+00 .2032E-01 .5486E+00 .5282E+00 .2067E+00 .1353E+00 .3420E+00 .2032E-01 .1229E+00 .2438E+00
.1015E+04 .6928E+00 .6549E+00 .2014E-01 .5447E+00 .5246E+00 .2053E+00 .1347E+00 .3400E+00 .2014E-01 .1224E+00 .2428E+00
